"ndc","rxcui","atc4","atc4_name"
"63323017302",1870676,"J01GB","Other aminoglycosides"
"63323017302",1870676,"S01AA","Antibiotics"
"63323017302",1870676,"S02AA","Antiinfectives"
"63323017302",1870676,"S03AA","Antiinfectives"
"63323018001",312736,"A11HA","Other plain vitamin preparations"
"63323018410",237786,"B03BB","Folic acid and derivatives"
"63323018410",237786,"V04CX","Other diagnostic agents"
"63323018610",1807637,"A12CA","Sodium"
"63323018610",1807637,"B05CB","Salt solutions"
"63323018610",1807637,"B05XA","Electrolyte solutions"
"63323018730",1807571,"A12CA","Sodium"
"63323018730",1807571,"B05CB","Salt solutions"
"63323018730",1807571,"B05XA","Electrolyte solutions"
"63323019202",1740865,"L01BB","Purine analogues"
"63323019355",1726324,"L01CE","Topoisomerase 1 (TOP1) inhibitors"
"63323020102",1010033,"C01BB","Antiarrhythmics, class Ib"
"63323020102",1010033,"C05AD","Local anesthetics"
"63323020102",1010033,"D04AB","Anesthetics for topical use"
"63323020102",1010033,"N01BB","Amides"
"63323020102",1010033,"R02AD","Anesthetics, local"
"63323020102",1010033,"S01HA","Local anesthetics"
"63323020102",1010033,"S02DA","Analgesics and anesthetics"
"63323020110",1010033,"C01BB","Antiarrhythmics, class Ib"
"63323020110",1010033,"C05AD","Local anesthetics"
"63323020110",1010033,"D04AB","Anesthetics for topical use"
"63323020110",1010033,"N01BB","Amides"
"63323020110",1010033,"R02AD","Anesthetics, local"
"63323020110",1010033,"S01HA","Local anesthetics"
"63323020110",1010033,"S02DA","Analgesics and anesthetics"
"63323020301",1807518,"A07AA","Antibiotics"
"63323020301",1807518,"J01XA","Glycopeptide antibacterials"
"63323020301",1807518,"S01AA","Antibiotics"
"63323020500",2053514,NA,NA
"63323022110",1807516,"A07AA","Antibiotics"
"63323022110",1807516,"J01XA","Glycopeptide antibacterials"
"63323022110",1807516,"S01AA","Antibiotics"
"63323022138",1807516,"A07AA","Antibiotics"
"63323022138",1807516,"J01XA","Glycopeptide antibacterials"
"63323022138",1807516,"S01AA","Antibiotics"
"63323022905",1796672,NA,NA
"63323022930",1796676,NA,NA
"63323024120",1423812,"B05XA","Electrolyte solutions"
"63323024710",1115269,"H03AA","Thyroid hormones"
"63323025402",311715,NA,NA
"63323025803",1743704,"D07AA","Corticosteroids, weak (group I)"
"63323025803",1743704,"D10AA","Corticosteroids, combinations for treatment of acne"
"63323025803",1743704,"H02AB","Glucocorticoids"
"63323026110",312644,"G03DA","Pregnen (4) derivatives"
"63323026201",1361615,"B01AB","Heparin group"
"63323026201",1361615,"C05BA","Heparins or heparinoids for topical use"
"63323026201",1361615,"S01XA","Other ophthalmologicals"
"63323026530",314099,"D07AA","Corticosteroids, weak (group I)"
"63323026530",314099,"D10AA","Corticosteroids, combinations for treatment of acne"
"63323026530",314099,"H02AB","Glucocorticoids"
"63323026801",198207,"A04AD","Other antiemetics"
"63323026801",198207,"N05CM","Other hypnotics and sedatives"
"63323026801",198207,"S01FA","Anticholinergics"
"63323026920",1808235,"N01AX","Other general anesthetics"
"63323026929",1808225,"N01AX","Other general anesthetics"
"63323026965",1808219,"N01AX","Other general anesthetics"
"63323027057",1808222,"N01AX","Other general anesthetics"
"63323027205",859824,"N05AB","Phenothiazines with piperazine structure"
"63323027301",313165,"N02CC","Selective serotonin (5HT1) agonists"
"63323027810",239178,"L01CA","Vinca alkaloids and analogues"
"63323028002",1719290,"C03CA","Sulfonamides, plain"
"63323028004",1719291,"C03CA","Sulfonamides, plain"
"63323028010",1719286,"C03CA","Sulfonamides, plain"
"63323028110",865129,"N05AB","Phenothiazines with piperazine structure"
"63323028520",1734208,"N01BB","Amides"
"63323028565",1734348,"N01BB","Amides"
"63323028620",1734484,"N01BB","Amides"
"63323029730",884675,"N01AX","Other general anesthetics"
"63323029766",884675,"N01AX","Other general anesthetics"
"63323030201",313578,NA,NA
"63323030655",597823,"J01GB","Other aminoglycosides"
"63323030655",597823,"S01AA","Antibiotics"
"63323030656",597823,"J01GB","Other aminoglycosides"
"63323030656",597823,"S01AA","Antibiotics"
"63323031110",1668250,"A12AA","Calcium"
"63323031110",1668250,"D11AX","Other dermatologicals"
"63323031119",1668250,"A12AA","Calcium"
"63323031119",1668250,"D11AX","Other dermatologicals"
"63323031461",239209,"A07AA","Antibiotics"
"63323031461",239209,"J01XA","Glycopeptide antibacterials"
"63323031461",239209,"S01AA","Antibiotics"
"63323031510",310442,"J05AB","Nucleosides and nucleotides excl. reverse transcriptase inhibitors"
"63323031510",310442,"S01AD","Antivirals"
"63323032220",1726214,"J01DH","Carbapenems"
"63323032225",1726214,"J01DH","Carbapenems"
"63323032510",1734932,"D06BB","Antivirals"
"63323032510",1734932,"J05AB","Nucleosides and nucleotides excl. reverse transcriptase inhibitors"
"63323032510",1734932,"S01AD","Antivirals"
"63323032520",1734934,"D06BB","Antivirals"
"63323032520",1734934,"J05AB","Nucleosides and nucleotides excl. reverse transcriptase inhibitors"
"63323032520",1734934,"S01AD","Antivirals"
"63323032931",562411,"D06AX","Other antibiotics for topical use"
"63323032931",562411,"J01XX","Other antibacterials"
"63323032931",562411,"R02AB","Antibiotics"
"63323034165",1665102,"J01DC","Second-generation cephalosporins"
"63323034265",1665107,"J01DC","Second-generation cephalosporins"
"63323034920",1726204,"J01DH","Carbapenems"
"63323036019",1668250,"A12AA","Calcium"
"63323036019",1668250,"D11AX","Other dermatologicals"
"63323036061",197435,"A12AA","Calcium"
"63323036061",197435,"D11AX","Other dermatologicals"
"63323036501",312068,"H01CB","Somatostatin and analogues"
"63323036820",1659592,"J01CR","Combinations of penicillins, incl. beta-lactamase inhibitors"
"63323036820",1659592,"J01CG","Beta-lactamase inhibitors"
"63323036820",1659592,"J01CA","Penicillins with extended spectrum"
"63323036820",1659592,"S01AA","Antibiotics"
"63323036920",1659598,"J01CR","Combinations of penicillins, incl. beta-lactamase inhibitors"
"63323036920",1659598,"J01CG","Beta-lactamase inhibitors"
"63323036920",1659598,"J01CA","Penicillins with extended spectrum"
"63323036920",1659598,"S01AA","Antibiotics"
"63323037110",403920,"J01XX","Other antibacterials"
"63323037601",312069,"H01CB","Somatostatin and analogues"
"63323037701",312070,"H01CB","Somatostatin and analogues"
"63323038310",311936,"N07AA","Anticholinesterases"
"63323038310",311936,"S01EB","Parasympathomimetics"
"63323038810",1721474,"J01CA","Penicillins with extended spectrum"
"63323038810",1721474,"S01AA","Antibiotics"
"63323038910",1721475,"J01CA","Penicillins with extended spectrum"
"63323038910",1721475,"S01AA","Antibiotics"
"63323039306",1117522,"A07AA","Antibiotics"
"63323039306",1117522,"J01XB","Polymyxins"
"63323039810",1668238,"J01FA","Macrolides"
"63323039810",1668238,"S01AA","Antibiotics"
"63323039923",1721476,"J01CA","Penicillins with extended spectrum"
"63323039923",1721476,"S01AA","Antibiotics"
"63323040009",647121,"N03AX","Other antiepileptics"
"63323040120",1664981,"J01DF","Monobactams"
"63323040220",1664986,"J01DF","Monobactams"
"63323040302",1670200,"N03AB","Hydantoin derivatives"
"63323041820",199212,"M03AC","Other quaternary ammonium compounds"
"63323042405",204508,"V03AB","Antidotes"
"63323042605",1234995,"M03AC","Other quaternary ammonium compounds"
"63323042610",1234995,"M03AC","Other quaternary ammonium compounds"
"63323045200",2003714,"N02AA","Natural opium alkaloids"
"63323045401",1732006,"N02AA","Natural opium alkaloids"
"63323046437",1725177,"N01BB","Amides"
"63323046837",1867620,"N01BB","Amides"
"63323046837",1867620,"A01AD","Other agents for local oral treatment"
"63323046837",1867620,"B02BC","Local hemostatics"
"63323046837",1867620,"C01CA","Adrenergic and dopaminergic agents"
"63323046837",1867620,"R01AA","Sympathomimetics, plain"
"63323046837",1867620,"R03AA","Alpha- and beta-adrenoreceptor agonists"
"63323046837",1867620,"S01EA","Sympathomimetics in glaucoma therapy"
"63323047101",1719803,"N05AD","Butyrophenone derivatives"
"63323047401",1719646,"N05AD","Butyrophenone derivatives"
"63323047727",1794186,"N01BA","Esters of aminobenzoic acid"
"63323047820",992811,"N01BA","Esters of aminobenzoic acid"
"63323048157",1010749,"A01AD","Other agents for local oral treatment"
"63323048157",1010749,"B02BC","Local hemostatics"
"63323048157",1010749,"C01CA","Adrenergic and dopaminergic agents"
"63323048157",1010749,"R01AA","Sympathomimetics, plain"
"63323048157",1010749,"R03AA","Alpha- and beta-adrenoreceptor agonists"
"63323048157",1010749,"S01EA","Sympathomimetics in glaucoma therapy"
"63323048157",1010749,"C01BB","Antiarrhythmics, class Ib"
"63323048157",1010749,"C05AD","Local anesthetics"
"63323048157",1010749,"D04AB","Anesthetics for topical use"
"63323048157",1010749,"N01BB","Amides"
"63323048157",1010749,"R02AD","Anesthetics, local"
"63323048157",1010749,"S01HA","Local anesthetics"
"63323048157",1010749,"S02DA","Analgesics and anesthetics"
"63323048227",1010755,"A01AD","Other agents for local oral treatment"
"63323048227",1010755,"B02BC","Local hemostatics"
"63323048227",1010755,"C01CA","Adrenergic and dopaminergic agents"
"63323048227",1010755,"R01AA","Sympathomimetics, plain"
"63323048227",1010755,"R03AA","Alpha- and beta-adrenoreceptor agonists"
"63323048227",1010755,"S01EA","Sympathomimetics in glaucoma therapy"
"63323048227",1010755,"C01BB","Antiarrhythmics, class Ib"
"63323048227",1010755,"C05AD","Local anesthetics"
"63323048227",1010755,"D04AB","Anesthetics for topical use"
"63323048227",1010755,"N01BB","Amides"
"63323048227",1010755,"R02AD","Anesthetics, local"
"63323048227",1010755,"S01HA","Local anesthetics"
"63323048227",1010755,"S02DA","Analgesics and anesthetics"
"63323048327",1010763,"A01AD","Other agents for local oral treatment"
"63323048327",1010763,"B02BC","Local hemostatics"
"63323048327",1010763,"C01CA","Adrenergic and dopaminergic agents"
"63323048327",1010763,"R01AA","Sympathomimetics, plain"
"63323048327",1010763,"R03AA","Alpha- and beta-adrenoreceptor agonists"
"63323048327",1010763,"S01EA","Sympathomimetics in glaucoma therapy"
"63323048327",1010763,"C01BB","Antiarrhythmics, class Ib"
"63323048327",1010763,"C05AD","Local anesthetics"
"63323048327",1010763,"D04AB","Anesthetics for topical use"
"63323048327",1010763,"N01BB","Amides"
"63323048327",1010763,"R02AD","Anesthetics, local"
"63323048327",1010763,"S01HA","Local anesthetics"
"63323048327",1010763,"S02DA","Analgesics and anesthetics"
"63323048457",1010902,"C01BB","Antiarrhythmics, class Ib"
"63323048457",1010902,"C05AD","Local anesthetics"
"63323048457",1010902,"D04AB","Anesthetics for topical use"
"63323048457",1010902,"N01BB","Amides"
"63323048457",1010902,"R02AD","Anesthetics, local"
"63323048457",1010902,"S01HA","Local anesthetics"
"63323048457",1010902,"S02DA","Analgesics and anesthetics"
"63323048527",1010035,"C01BB","Antiarrhythmics, class Ib"
"63323048527",1010035,"C05AD","Local anesthetics"
"63323048527",1010035,"D04AB","Anesthetics for topical use"
"63323048527",1010035,"N01BB","Amides"
"63323048527",1010035,"R02AD","Anesthetics, local"
"63323048527",1010035,"S01HA","Local anesthetics"
"63323048527",1010035,"S02DA","Analgesics and anesthetics"
"63323048627",1010673,"C01BB","Antiarrhythmics, class Ib"
"63323048627",1010673,"C05AD","Local anesthetics"
"63323048627",1010673,"D04AB","Anesthetics for topical use"
"63323048627",1010673,"N01BB","Amides"
"63323048627",1010673,"R02AD","Anesthetics, local"
"63323048627",1010673,"S01HA","Local anesthetics"
"63323048627",1010673,"S02DA","Analgesics and anesthetics"
"63323048737",1867944,"A01AD","Other agents for local oral treatment"
"63323048737",1867944,"B02BC","Local hemostatics"
"63323048737",1867944,"C01CA","Adrenergic and dopaminergic agents"
"63323048737",1867944,"R01AA","Sympathomimetics, plain"
"63323048737",1867944,"R03AA","Alpha- and beta-adrenoreceptor agonists"
"63323048737",1867944,"S01EA","Sympathomimetics in glaucoma therapy"
"63323048737",1867944,"C01BB","Antiarrhythmics, class Ib"
"63323048737",1867944,"C05AD","Local anesthetics"
"63323048737",1867944,"D04AB","Anesthetics for topical use"
"63323048737",1867944,"N01BB","Amides"
"63323048737",1867944,"R02AD","Anesthetics, local"
"63323048737",1867944,"S01HA","Local anesthetics"
"63323048737",1867944,"S02DA","Analgesics and anesthetics"
"63323048831",1867997,"A01AD","Other agents for local oral treatment"
"63323048831",1867997,"B02BC","Local hemostatics"
"63323048831",1867997,"C01CA","Adrenergic and dopaminergic agents"
"63323048831",1867997,"R01AA","Sympathomimetics, plain"
"63323048831",1867997,"R03AA","Alpha- and beta-adrenoreceptor agonists"
"63323048831",1867997,"S01EA","Sympathomimetics in glaucoma therapy"
"63323048831",1867997,"C01BB","Antiarrhythmics, class Ib"
"63323048831",1867997,"C05AD","Local anesthetics"
"63323048831",1867997,"D04AB","Anesthetics for topical use"
"63323048831",1867997,"N01BB","Amides"
"63323048831",1867997,"R02AD","Anesthetics, local"
"63323048831",1867997,"S01HA","Local anesthetics"
"63323048831",1867997,"S02DA","Analgesics and anesthetics"
"63323048837",1867997,"A01AD","Other agents for local oral treatment"
"63323048837",1867997,"B02BC","Local hemostatics"
"63323048837",1867997,"C01CA","Adrenergic and dopaminergic agents"
"63323048837",1867997,"R01AA","Sympathomimetics, plain"
"63323048837",1867997,"R03AA","Alpha- and beta-adrenoreceptor agonists"
"63323048837",1867997,"S01EA","Sympathomimetics in glaucoma therapy"
"63323048837",1867997,"C01BB","Antiarrhythmics, class Ib"
"63323048837",1867997,"C05AD","Local anesthetics"
"63323048837",1867997,"D04AB","Anesthetics for topical use"
"63323048837",1867997,"N01BB","Amides"
"63323048837",1867997,"R02AD","Anesthetics, local"
"63323048837",1867997,"S01HA","Local anesthetics"
"63323048837",1867997,"S02DA","Analgesics and anesthetics"
"63323049089",1010846,"C01BB","Antiarrhythmics, class Ib"
"63323049089",1010846,"C05AD","Local anesthetics"
"63323049089",1010846,"D04AB","Anesthetics for topical use"
"63323049089",1010846,"N01BB","Amides"
"63323049089",1010846,"R02AD","Anesthetics, local"
"63323049089",1010846,"S01HA","Local anesthetics"
"63323049089",1010846,"S02DA","Analgesics and anesthetics"
"63323049150",1010902,"C01BB","Antiarrhythmics, class Ib"
"63323049150",1010902,"C05AD","Local anesthetics"
"63323049150",1010902,"D04AB","Anesthetics for topical use"
"63323049150",1010902,"N01BB","Amides"
"63323049150",1010902,"R02AD","Anesthetics, local"
"63323049150",1010902,"S01HA","Local anesthetics"
"63323049150",1010902,"S02DA","Analgesics and anesthetics"
"63323049227",1737569,"C01BB","Antiarrhythmics, class Ib"
"63323049227",1737569,"C05AD","Local anesthetics"
"63323049227",1737569,"D04AB","Anesthetics for topical use"
"63323049227",1737569,"N01BB","Amides"
"63323049227",1737569,"R02AD","Anesthetics, local"
"63323049227",1737569,"S01HA","Local anesthetics"
"63323049227",1737569,"S02DA","Analgesics and anesthetics"
"63323049237",1737563,"C01BB","Antiarrhythmics, class Ib"
"63323049237",1737563,"C05AD","Local anesthetics"
"63323049237",1737563,"D04AB","Anesthetics for topical use"
"63323049237",1737563,"N01BB","Amides"
"63323049237",1737563,"R02AD","Anesthetics, local"
"63323049237",1737563,"S01HA","Local anesthetics"
"63323049237",1737563,"S02DA","Analgesics and anesthetics"
"63323049257",1737567,"C01BB","Antiarrhythmics, class Ib"
"63323049257",1737567,"C05AD","Local anesthetics"
"63323049257",1737567,"D04AB","Anesthetics for topical use"
"63323049257",1737567,"N01BB","Amides"
"63323049257",1737567,"R02AD","Anesthetics, local"
"63323049257",1737567,"S01HA","Local anesthetics"
"63323049257",1737567,"S02DA","Analgesics and anesthetics"
"63323049289",1737567,"C01BB","Antiarrhythmics, class Ib"
"63323049289",1737567,"C05AD","Local anesthetics"
"63323049289",1737567,"D04AB","Anesthetics for topical use"
"63323049289",1737567,"N01BB","Amides"
"63323049289",1737567,"R02AD","Anesthetics, local"
"63323049289",1737567,"S01HA","Local anesthetics"
"63323049289",1737567,"S02DA","Analgesics and anesthetics"
"63323049405",1099648,"N03AG","Fatty acid derivatives"
"63323049527",1737758,"C01BB","Antiarrhythmics, class Ib"
"63323049527",1737758,"C05AD","Local anesthetics"
"63323049527",1737758,"D04AB","Anesthetics for topical use"
"63323049527",1737758,"N01BB","Amides"
"63323049527",1737758,"R02AD","Anesthetics, local"
"63323049527",1737758,"S01HA","Local anesthetics"
"63323049527",1737758,"S02DA","Analgesics and anesthetics"
"63323049697",1737764,"C01BB","Antiarrhythmics, class Ib"
"63323049697",1737764,"C05AD","Local anesthetics"
"63323049697",1737764,"D04AB","Anesthetics for topical use"
"63323049697",1737764,"N01BB","Amides"
"63323049697",1737764,"R02AD","Anesthetics, local"
"63323049697",1737764,"S01HA","Local anesthetics"
"63323049697",1737764,"S02DA","Analgesics and anesthetics"
"63323050601",1812079,"A01AC","Corticosteroids for local oral treatment"
"63323050601",1812079,"C05AA","Corticosteroids"
"63323050601",1812079,"D07AB","Corticosteroids, moderately potent (group II)"
"63323050601",1812079,"D07XB","Corticosteroids, moderately potent, other combinations"
"63323050601",1812079,"D10AA","Corticosteroids, combinations for treatment of acne"
"63323050601",1812079,"H02AB","Glucocorticoids"
"63323050601",1812079,"R01AD","Corticosteroids"
"63323050601",1812079,"S01BA","Corticosteroids, plain"
"63323050601",1812079,"S01CB","Corticosteroids/antiinfectives/mydriatics in combination"
"63323050601",1812079,"S02BA","Corticosteroids"
"63323050601",1812079,"S03BA","Corticosteroids"
"63323050720",1722934,"J01DH","Carbapenems"
"63323050830",1722939,"J01DH","Carbapenems"
"63323050831",1722939,"J01DH","Carbapenems"
"63323051610",309696,"A01AC","Corticosteroids for local oral treatment"
"63323051610",309696,"C05AA","Corticosteroids"
"63323051610",309696,"D07AB","Corticosteroids, moderately potent (group II)"
"63323051610",309696,"D07XB","Corticosteroids, moderately potent, other combinations"
"63323051610",309696,"D10AA","Corticosteroids, combinations for treatment of acne"
"63323051610",309696,"H02AB","Glucocorticoids"
"63323051610",309696,"R01AD","Corticosteroids"
"63323051610",309696,"S01BA","Corticosteroids, plain"
"63323051610",309696,"S01CB","Corticosteroids/antiinfectives/mydriatics in combination"
"63323051610",309696,"S02BA","Corticosteroids"
"63323051610",309696,"S03BA","Corticosteroids"
"63323053021",730781,"A12CA","Sodium"
"63323053021",730781,"B05CB","Salt solutions"
"63323053021",730781,"B05XA","Electrolyte solutions"
"63323053903",854255,"B01AB","Heparin group"
"63323054011",1361226,"B01AB","Heparin group"
"63323054011",1361226,"C05BA","Heparins or heparinoids for topical use"
"63323054011",1361226,"S01XA","Other ophthalmologicals"
"63323054031",1361226,"B01AB","Heparin group"
"63323054031",1361226,"C05BA","Heparins or heparinoids for topical use"
"63323054031",1361226,"S01XA","Other ophthalmologicals"
"63323054201",1362831,"B01AB","Heparin group"
"63323054201",1362831,"C05BA","Heparins or heparinoids for topical use"
"63323054201",1362831,"S01XA","Other ophthalmologicals"
"63323054207",1362831,"B01AB","Heparin group"
"63323054207",1362831,"C05BA","Heparins or heparinoids for topical use"
"63323054207",1362831,"S01XA","Other ophthalmologicals"
"63323054302",1658634,"B01AB","Heparin group"
"63323054302",1658634,"C05BA","Heparins or heparinoids for topical use"
"63323054302",1658634,"S01XA","Other ophthalmologicals"
"63323054901",1361048,"B01AB","Heparin group"
"63323054901",1361048,"C05BA","Heparins or heparinoids for topical use"
"63323054901",1361048,"S01XA","Other ophthalmologicals"
"63323056310",238720,"B02AA","Amino acids"
"63323056586",854255,"B01AB","Heparin group"
"63323056883",854228,"B01AB","Heparin group"
"63323056884",854248,"B01AB","Heparin group"
"63323056887",854235,"B01AB","Heparin group"
"63323056888",854238,"B01AB","Heparin group"
"63323056890",854241,"B01AB","Heparin group"
"63323056984",854252,"B01AB","Heparin group"
"63323056990",854245,"B01AB","Heparin group"
"63323058282",310497,"H04AA","Glycogenolytic hormones"
"63323061401",966571,"C02DB","Hydrazinophthalazine derivatives"
"63323061603",1663224,"C01BD","Antiarrhythmics, class III"
"63323061720",1791859,"C01CE","Phosphodiesterase inhibitors"
"63323062600",1807549,"A12CA","Sodium"
"63323062600",1807549,"B05CB","Salt solutions"
"63323062600",1807549,"B05XA","Electrolyte solutions"
"63323064220",1658236,"A06AD","Osmotically acting laxatives"
"63323064220",1658236,"A12CC","Magnesium"
"63323064220",1658236,"B05XA","Electrolyte solutions"
"63323064220",1658236,"D11AX","Other dermatologicals"
"63323064220",1658236,"V04CC","Tests for bile duct patency"
"63323064907",1115267,"H03AA","Thyroid hormones"
"63323065102",1654169,"C01EB","Other cardiac preparations"
"63323065210",1736546,"C07AB","Beta blocking agents, selective"
"63323065820",484152,"C03AA","Thiazides, plain"
"63323066401",1723740,"D04AA","Antihistamines for topical use"
"63323066401",1723740,"R06AA","Aminoalkyl ethers"
"63323066501",857635,"R03AC","Selective beta-2-adrenoreceptor agonists"
"63323066501",857635,"R03CC","Selective beta-2-adrenoreceptor agonists"
"63323069404",307719,"R05CB","Mucolytics"
"63323069404",307719,"S01XA","Other ophthalmologicals"
"63323069404",307719,"V03AB","Antidotes"
"63323071050",1803937,NA,NA
"63323071100",2055036,NA,NA
"63323072801",861379,"J02AX","Other antimycotics for systemic use"
"63323073101",308869,"A11CC","Vitamin D and analogues"
"63323073101",308869,"D05AX","Other antipsoriatics for topical use"
"63323073310",204870,"R05CB","Mucolytics"
"63323073310",204870,"V03AF","Detoxifying agents for antineoplastic treatment"
"63323073410",1737449,NA,NA
"63323073820",204441,"A02BA","H2-receptor antagonists"
"63323076350",312199,"L01CD","Taxanes"
"63323082074",1802642,NA,NA
"63323087115",403920,"J01XX","Other antibacterials"
"63323087715",861599,"P01CX","Other agents against leishmaniasis and trypanosomiasis"
"63323088330",1790100,"L01DB","Anthracyclines and related substances"
"63323090490",NA,NA,NA
"63323096010",581531,"J01AA","Tetracyclines"
"63323096330",465377,"R05CB","Mucolytics"
"63323096330",465377,"S01XA","Other ophthalmologicals"
"63323096330",465377,"V03AB","Antidotes"
"63323096510",1860136,"A12BA","Potassium"
"63323096510",1860136,"B05XA","Electrolyte solutions"
"63323096520",1860139,"A12BA","Potassium"
"63323096520",1860139,"B05XA","Electrolyte solutions"
"63323097002",885205,"N04AC","Ethers of tropine or tropine derivatives"
"63395010105",876425,"J01MA","Fluoroquinolones"
"63395010105",876425,"S01AE","Fluoroquinolones"
"63395010105",876425,"S02AA","Antiinfectives"
"63395010111",876425,"J01MA","Fluoroquinolones"
"63395010111",876425,"S01AE","Fluoroquinolones"
"63395010111",876425,"S02AA","Antiinfectives"
"63395020113",261361,"N07AX","Other parasympathomimetics"
"63402019030",540407,"N05CF","Benzodiazepine related drugs"
"63402020230",1482513,"N03AF","Carboxamide derivatives"
"63402020660",1482523,"N03AF","Carboxamide derivatives"
"63402020830",1482527,"N03AF","Carboxamide derivatives"
"63402030230",1235249,"N05AE","Indole derivatives"
"63402030401",1040036,"N05AE","Indole derivatives"
"63402030410",1040036,"N05AE","Indole derivatives"
"63402030430",1040036,"N05AE","Indole derivatives"
"63402030601",1431237,"N05AE","Indole derivatives"
"63402030801",1040043,"N05AE","Indole derivatives"
"63402031230",1297357,"N05AE","Indole derivatives"
"63402051224",261136,NA,NA
"63402073760",1797840,"R01AD","Corticosteroids"
"63402073760",1797840,"R03BA","Glucocorticoids"
"63402091101",695935,NA,NA
"63459010101",226426,"N06BA","Centrally acting sympathomimetics"
"63459010130",226426,"N06BA","Centrally acting sympathomimetics"
"63459017714",1356693,"L01XX","Other antineoplastic agents"
"63459030042",637216,"N07BB","Drugs used in alcohol dependence"
"63459034804",1726102,"L01AA","Nitrogen mustard analogues"
"63459039008",1805009,"L01AA","Nitrogen mustard analogues"
"63459039120",1805004,"L01AA","Nitrogen mustard analogues"
"63459039602",1805012,NA,NA
"63459040401",1299978,"N03AG","Fatty acid derivatives"
"63459041601",1299971,"N03AG","Fatty acid derivatives"
"63459041630",1299971,"N03AG","Fatty acid derivatives"
"63459050430",262219,"N01AH","Opioid anesthetics"
"63459050430",262219,"N02AB","Phenylpiperidine derivatives"
"63459054104",668622,"N01AH","Opioid anesthetics"
"63459054104",668622,"N02AB","Phenylpiperidine derivatives"
"63459054128",668622,"N01AH","Opioid anesthetics"
"63459054128",668622,"N02AB","Phenylpiperidine derivatives"
"63459054204",668624,"N01AH","Opioid anesthetics"
"63459054204",668624,"N02AB","Phenylpiperidine derivatives"
"63459054404",668626,"N01AH","Opioid anesthetics"
"63459054404",668626,"N02AB","Phenylpiperidine derivatives"
"63459054804",668630,"N01AH","Opioid anesthetics"
"63459054804",668630,"N02AB","Phenylpiperidine derivatives"
"63459060010",829926,"L01XX","Other antineoplastic agents"
"63459060106",1992547,"L01XX","Other antineoplastic agents"
"63459091001",1442681,"L03AA","Colony stimulating factors"
"63459091201",1442683,"L03AA","Colony stimulating factors"
"63481007270",1298910,"N05AE","Indole derivatives"
"63481018316",1596783,"G03BA","3-oxoandrosten (4) derivatives"
"63481020516",849385,"N04BB","Adamantane derivatives"
"63481023416",992671,"S01FA","Anticholinergics"
"63481023416",992671,"A03BB","Belladonna alkaloids, semisynthetic, quaternary ammonium compounds"
"63481023416",992671,"R05DA","Opium alkaloids and derivatives"
"63481037710",1191228,"A06AH","Peripheral opioid receptor antagonists"
"63481037710",1191228,"V03AB","Antidotes"
"63481043470",977925,NA,NA
"63481044410",977969,NA,NA
"63481052270",977929,"N02AA","Natural opium alkaloids"
"63481062375",1049640,"N02BE","Anilides"
"63481062375",1049640,"N02AA","Natural opium alkaloids"
"63481062410",977937,NA,NA
"63481068706",1011705,"C01BB","Antiarrhythmics, class Ib"
"63481068706",1011705,"C05AD","Local anesthetics"
"63481068706",1011705,"D04AB","Anesthetics for topical use"
"63481068706",1011705,"N01BB","Amides"
"63481068706",1011705,"R02AD","Anesthetics, local"
"63481068706",1011705,"S01HA","Local anesthetics"
"63481068706",1011705,"S02DA","Analgesics and anesthetics"
"63481081301",977931,NA,NA
"63481081501",977896,NA,NA
"63629338303",996574,"N06DX","Other anti-dementia drugs"
"63629377401",1049586,"N02AA","Natural opium alkaloids"
"63653117103",213169,"B01AC","Platelet aggregation inhibitors excl. heparin"
"63653133202",749198,"B01AC","Platelet aggregation inhibitors excl. heparin"
"63653133203",749198,"B01AC","Platelet aggregation inhibitors excl. heparin"
"63672105002",903891,"N06AB","Selective serotonin reuptake inhibitors"
"63713001978",310451,NA,NA
"63717016001",792826,NA,NA
"63717026001",1363787,NA,NA
"63717087716",1372873,NA,NA
"63717089516",856946,"N02BE","Anilides"
"63717089516",856946,"R05DA","Opium alkaloids and derivatives"
"63736010504",2287224,NA,NA
"63736012301",1799178,"A11GA","Ascorbic acid (vitamin C), plain"
"63736012301",1799178,"G01AD","Organic acids"
"63736012301",1799178,"S01XA","Other ophthalmologicals"
"63736020418",1242125,NA,NA
"63736044704",1536610,"A01AB","Antiinfectives and antiseptics for local oral treatment"
"63736044704",1536610,"A07AC","Imidazole derivatives"
"63736044704",1536610,"D01AC","Imidazole and triazole derivatives"
"63736044704",1536610,"G01AF","Imidazole derivatives"
"63736044704",1536610,"J02AB","Imidazole derivatives"
"63736044704",1536610,"S02AA","Antiinfectives"
"63736044720",1117398,"P03AX","Other ectoparasiticides, incl. scabicides"
"63736044960",992784,"A01AB","Antiinfectives and antiseptics for local oral treatment"
"63736044960",992784,"A07AC","Imidazole derivatives"
"63736044960",992784,"D01AC","Imidazole and triazole derivatives"
"63736044960",992784,"G01AF","Imidazole derivatives"
"63736044960",992784,"J02AB","Imidazole derivatives"
"63736044960",992784,"S02AA","Antiinfectives"
"63739001310",197445,"N04BA","Dopa and dopa derivatives"
"63739002401",212033,"A01AD","Other agents for local oral treatment"
"63739002401",212033,"B01AC","Platelet aggregation inhibitors excl. heparin"
"63739002401",212033,"N02BA","Salicylic acid and derivatives"
"63739002910",197397,"R05DB","Other cough suppressants"
"63739004710",197444,"N04BA","Dopa and dopa derivatives"
